smiles,score
O=C(c1cnc2c(c1)CCCC2)N1CCCN(c2ncc(Cl)cc2F)CC1,-8.4
Cn1cccc(C[N@@H+]2CC[C@H](c3ccccc3)[C@H](O)C2)c1=O,-7.2
Cc1ccccc1-c1noc(-c2ccc(NCCCO)nc2)n1,-7.1
CCn1c(N)nc2cc(C(=O)NC3Cc4ccccc4C3)cnc21,-7.9
O=C(c1n[nH]c2c1COCC2)N1CCC([C@@H](O)CO)CC1,-6.9
CN(C)c1nc2c(c(N(C)C)n1)CCN(C(=O)c1ncc[nH]1)C2,-6.6
CC[N@@H+]1CCC[C@@H](CNC(=O)c2ccc(-c3ccc(OC)c(CO)c3)cc2)C1,-7.5
COc1ccc(CCC(=O)N[C@H]2CC[C@@H](n3cc(C(=O)NCC(C)C)nn3)CC2)cc1OC,-7.5
COC[C@H]1CCCN(S(=O)(=O)N2CCC(Cc3ccccc3)CC2)C1,-7.2
O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CC[N@H+](CCc3ccccc3)C[C@H]12,-8.3
Cc1cnn([C@H](C)C(=O)N(C)Cc2nnc(C)o2)c1,-5.9
COc1ccc(C(=O)N2CCN(C(=O)CCc3n[nH]c(C)n3)CC2)cc1,-8.1
COc1ccnc(N2CCC3(CC2)C[C@@H](C(=O)[O-])N(C(=O)C2CC2)C3)n1,-7.8
NC(=O)c1cccc(C[C@@H]2CCN(c3ncnc4c3CCC4)C2)c1,-8.5
C[C@@H]1C[N@@H+](C[C@@H]2C[N@@H+](Cc3ccc(Cl)c(F)c3)C[C@@H]2CO)C[C@H](C)O1,-7.2
O=C(Nc1ccnn1[C@H]1CC[N@H+](Cc2cccc3nonc23)CC1)c1ccccc1,-9.1
O=C(COc1cc2oc(=O)c3c(c2cc1Cl)CCC3)N1CCC[C@H](C(F)(F)F)C1,-8.6
CN(C)C(=O)N1CCN(C(=O)c2onc3c2CCCC3)[C@H]2CS(=O)(=O)C[C@H]21,-8.1
Cc1cccc(-c2ccccc2C(=O)N(CCO)Cc2cnc(C)[nH]2)c1,-7.5
Cc1cc(S(=O)(=O)N[C@H](C)c2nncn2C)c(C)s1,-5.9
NC(=O)[C@H]1CCCN(c2ncnc3c2Cc2ccccc2OC3)C1,-8.3
COc1ccc(C[NH+]2CCN(c3ccc(Cl)cn3)CC2)c(OC)c1OC,-6.9
Cc1ccccc1C[N@H+]1CC[C@@H](O)[C@]2(CCCN(C(=O)Cn3cccn3)C2)C1,-7.8
CC(C)C(=O)N1CCC(CNC(=O)c2ccc(=O)oc2)CC1,-6.9
O=C(Nc1cc(-n2cnnc2)ccc1F)N1CCC2(CCO2)CC1,-8.1
CCOC(=O)[C@]1(Cc2ccccc2C(F)(F)F)CC[N@H+](Cc2cn(C)nc2C)CC1,-7.4
Cc1nc(C(=O)N2CC[C@@H]3OCc4cnnn4[C@H]3C2)cs1,-7.2
Cc1nc(C)c(-c2cccc(C(=O)N(CCO)Cc3nccs3)c2)s1,-6.6
Cc1nc(N2CCCCC2)ncc1C(=O)N1CCC[C@@H](Cn2ccnc2)C1,-7.7
Nc1ncc2c(n1)[C@]1(CCCN(C(=O)C3(Cc4ccccc4F)C[NH2+]C3)C1)CC2,-7.9
O=C(CSc1ccncc1)Nc1ccccc1C[NH+]1CCCC1,-6.8
CCOc1cc(CNC(=O)N2CCC(O)(C[NH+]3CCCC3)CC2)ccc1OC,-7.1
CCOc1cc(Cl)c(C[N@H+]2CCNC(=O)C23CCCC3)cc1OCC,-7.2
O=C1CCc2cc(S(=O)(=O)N[C@@H]3COCC[C@@H]3OCCO)ccc2N1,-7.2
CC1(C)NC(=O)N(CC(=O)N2CCn3nc([C@@H](O)C4CC4)cc3C2)C1=O,-7.2
CCOc1ccc(C(=O)NCc2nnc(N)s2)cc1OCC,-6.1
C[N@@H+](CC[C@@H]1CC1(F)F)Cc1cc(-c2ccccc2)n[nH]1,-6.4
CC(=O)N[C@H]1CCN(c2ccc(-c3nc(-c4cccc(C(F)(F)F)c4)no3)cn2)C1,-8.9
COc1ccc(-c2nc([C@@H]3CCOC3)no2)c(F)c1,-6.9
CC[C@@H](C(=O)NCCCc1nc2ccccc2n1C)[NH+]1CCCC1,-6.4
Cn1cc(C[N@@H+]2CCC[C@H](CNC(=O)c3cccs3)C2)c(-c2ccccc2)n1,-8.2
Cc1ncsc1CCCNC(=O)[C@@H]1CCCN1S(C)(=O)=O,-6.2
O=C(Nc1ccc2cccnc2c1)N1CCC([C@H](O)Cc2ccccc2)CC1,-8.8
C[C@@H](C(=O)NC1CCCC1)[N@H+]1CC[C@@H](c2cc[nH]c(=O)c2)CC1,-7.6
Cc1ccc2oc(N3CCC(C(=O)N[C@H](C(N)=O)c4ccccc4)CC3)nc2n1,-8.3
O=C1CCCCN1CCCC(=O)N1CCCN(C(=O)C2CCOCC2)CC1,-7.5
C[N@H+]1CC[C@@H](CNC(=O)COc2ccc(F)cc2)CC1,-6.4
COC[C@H](c1ccccn1)N(C)C(=O)c1cc2cc(OC)ccc2n1C,-7.1
Cc1nc(C)c(C[N@H+]2CC[C@H]([N@H+]3CCC[C@H](CO)C3)CC2)s1,-6.8
CC[C@H](C(=O)NCCc1c(C)n[nH]c1C)n1cccn1,-5.9
O[C@]1(c2cccnc2)CC[N@@H+](Cc2cnc(C3CCCCC3)nc2)CC1,-7.8
CCN(C)c1ccnc(N[C@H]2CC[N@H+](Cc3ccccc3Cl)CC2)n1,-7.0
O=C(N[C@@H]1C[N@H+]2CCCC[C@@]2(C(=O)NCCCCCO)C1)c1n[nH]c2c1CCC2,-7.5
NC(=O)c1cccnc1N1CCN(C(=O)CCc2ccc(F)c(F)c2)CC1,-8.6
Cc1n[nH]c(C)c1CC(=O)N[C@@H]1COCC[C@@H]1OCc1c(C)noc1C,-7.4
CC(C)(C)CC(=O)N1CCC([C@@]2(c3cccnc3)NC(=O)N(CCc3cccs3)C2=O)CC1,-8.3
Cn1ccnc1C(=O)N[C@H]1C[C@H](c2nnc(Cn3cccn3)n2C)C1,-6.9
COc1ccc(CC(=O)N[C@@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1OC,-6.5
Cc1nc([C@@H](C)NC(=O)c2ccccc2-n2cnnc2)n[nH]1,-7.0
CCc1nc(C)c(CNc2cc(C)nc3cc(C)nn23)s1,-6.8
O=C(C(=O)N1C[C@@H](c2ccc(F)cc2)[C@@H]2[C@H]1[C@H]1CC[N@@H+]2CC1)N1CCOCC1,-8.5
N#Cc1ccccc1C[N@@H+]1CCO[C@@H](Cc2cccc(C(F)(F)F)c2)C1,-7.6
CC(C)(O)CCn1ccnc1-c1cn(-c2ccccc2)nn1,-6.6
COc1cccc2c1OC[C@@H](C(=O)N1CCCOCC1)C2,-6.9
O=C([O-])[C@@H]1C[N@@H+](Cc2ccc3c(c2)OCO3)CC12CCOCC2,-7.3
CN1C[C@H](CNc2cc(C(F)(F)F)nc(N(C)C)n2)CC1=O,-6.6
CCc1nc(N2CCC[C@H](CNC(=O)c3cnc4ccnn4c3C)C2)no1,-7.3
CCCn1cnnc1CN(C)C(=O)NC[C@@H]1CCCN(S(C)(=O)=O)C1,-6.3
O=C([C@@H]1CCC[N@@H+](C2CCN(c3ncnc4[nH]cnc34)CC2)C1)N1CCOCC1,-8.8
CC1(C)CC(=O)C=C(C(=O)NCc2nc3cc(C(C)(C)C)ccc3o2)O1,-8.1
O=C(NC[C@@H](c1ccccc1)[NH+]1CCCCCC1)[C@@H]1CCCO1,-6.9
CC[C@@]1(CO)C[C@@H]2CC[C@H]1N2C(=O)c1cc(-c2ccccc2Cl)oc1C,-8.2
Cc1cc(O)ccc1-c1cc(-c2cn(CCO)nc2C)c(C#N)c(N)n1,-7.3
CO[C@H]1CN(C(=O)Cn2nc3ccccc3n2)C[C@H]1Cc1cc(C)no1,-7.5
COc1ccc(-c2nc3c([nH]2)CCN(C(=O)[C@@H]2CC(C(C)C)=NO2)C3)cn1,-7.6
COc1ccc(C[N@H+]2CCCC[C@H]2CCCO)c(F)c1,-6.4
CSCCc1nc(CNC(C)=O)n([C@H]2CC[N@H+](C)CC2)n1,-6.0
CN1C(=O)CO[C@@H]2CN(C(=O)c3ccc(CO)o3)CC[C@]21c1ccccc1,-7.7
Cc1n[nH]c(C)c1Sc1ccccc1NC(=O)NCCNS(C)(=O)=O,-6.9
C[NH+](C)[C@@H](C(=O)NCCCO)c1ccccc1F,-5.8
O=C(Nc1cccc(C(F)(F)F)c1)N[C@@H]1C[C@H]2C(=O)NCC(=O)N2C1,-8.2
CN(CCc1ccncc1)C(=O)[C@H]1CCCC[C@H]1C(=O)N1CCCC1,-7.6
O=C(CCc1ccsc1)N1CCC2(CCC(=O)N(Cc3ccccn3)C2)CC1,-7.4
CN(CCc1noc(C2CC2)n1)C(=O)[C@H]1OCC(=O)N[C@@H]1c1ccccc1Cl,-7.6
Cc1nnc(CCNC(=O)c2cccc(-c3cccc(C)c3C)c2)s1,-8.0
Cc1cc(C)n2ncc([C@@H]3CC(=O)Nc4c3c(-c3cccnc3)nn4C)c2n1,-8.6
CCc1nc(C[N@H+]2CCCN(C(=O)CCn3nc(C)cc3C)CC2)n[nH]1,-7.1
N#Cc1cc2c(nc1N1CCC(c3cc[nH]c(=O)c3)CC1)CCCC2,-8.0
COc1cncc([C@@H](NC(=O)c2ccc3[nH]ccc3c2)[C@H]2C[C@H](O)C2)c1,-8.0
CCc1ccc(-c2nc3cc(N4CC[NH+](C)CC4)cc(C)c3[nH]2)nc1,-8.1
Cn1nc2c(c1C(=O)N1CCO[C@@H](C(=O)[O-])C1)CCCC2,-7.3
O=C(c1cnc(C2CC2)nc1)N1CCC[N@@H+](Cc2ncc[nH]2)CC1,-7.1
CCCCc1nc(-c2nccn2C)n(-c2cccnc2)n1,-6.5
CS(=O)(=O)N1CCn2nc(CNC(=O)c3cncc(F)c3)cc2C1,-7.5
C[C@H]1CN(C(=O)c2cccc(C#N)c2)Cc2nnc(CCc3ccccc3)n21,-8.4
COCC(=O)Nc1ccc(NC(=O)[C@H]2CC(=O)OC23CCCC3)cc1C,-7.5
CCCCCc1nc(-c2cccc(S(C)(=O)=O)c2)n(-c2cnn(C)c2)n1,-7.5
Cc1ocnc1C(=O)N1CCOC[C@H](C[NH+]2CCN(c3ccccc3F)CC2)C1,-7.9
COc1ccc(-c2cnc3c(OC(C)C)nccn23)cn1,-6.6
O=C(c1ccn(C(F)F)n1)N1CCC[N@@H+](Cc2ccoc2)CC1,-7.1
O=C(CCn1cnnn1)NCc1cccnc1N1CCCCCCC1,-7.2
COc1cc(-c2ccc(F)cc2C)nc(OC)n1,-7.1
CN(CCc1ccccn1)C(=O)CC[C@@H]1CCCN(C(=O)c2ccnc(Cl)c2)C1,-7.4
CC(C)c1cc(C(=O)N2CCC[N@H+](C3CSCCSC3)CC2)on1,-7.0
Cn1cc(Cl)c(C(=O)N[C@@H]2COCC[C@@H]2OCC(=O)[O-])n1,-5.9
O=C(CCn1cncn1)N1C[C@H]2CC[C@@H]1C[N@H+](CCCc1ccccc1)C2,-7.3
COc1ccc2[nH]c(-c3nc([C@H]4CCOC4)nn3-c3ccc(C#N)cc3)cc2c1,-8.0
CO[C@H]1CC[C@@]2(OC)CCN(C(=O)Cc3c(C)[nH]c4c(F)cccc34)[C@H]2C1,-7.6
Cc1cnn(CCCNC(=O)Nc2ccc(C(=O)NC(C)C)c(Cl)c2)c1,-6.7
CC[C@H]1C[C@@H](O)CC2(CCN(C(=O)c3ccc(-c4cc[nH]n4)cc3)CC2)O1,-8.7
CCOCC(=O)N1CCc2c(C(=O)NCCn3c(C)cc(C)nc3=O)n[nH]c2C1,-7.4
COc1ccc(C(C)(C)NC(=O)c2cnc3ccccn3c2=O)cc1OC,-8.3
O=C(Cc1cccnc1)N1CCC[N@H+](C[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,-8.2
CSc1cccc(-c2ccc([C@H](C)[NH+]3CCOCC3)cc2)n1,-7.0
CC(C)N(C(=O)c1ccccc1-c1cnc2cc(C(=O)[O-])nn2c1)C(C)C,-7.3
c1ccc(-c2noc([C@H]3CCC[N@@H+]3Cc3ccc4nsnc4c3)n2)nc1,-8.2
O=C(N[C@@H]1CCCc2nc(N3CCC(CO)CC3)ncc21)C1CCCC1,-7.7
Clc1cccc(-c2noc(-c3ccc(NC[C@H]4COCCO4)nc3)n2)c1,-7.7
C[N@H+]1CC[C@H](N2C[C@]3(CCC2=O)CC[N@H+](C/C=C/c2ccccc2)CC3)C1,-8.3
COc1ncccc1NC(=O)N(Cc1ccncc1)C[C@@H]1CCC(=O)N1,-7.2
CCOCC(=O)NC[C@H]1[C@H]2C[C@H](C[N@H+](Cc3cn[nH]c3)C2)[C@@H]2CCCC(=O)N21,-7.2
O=C(CCc1ccncc1)N1CCc2oc(C3CCOCC3)nc2C1,-7.5
CCC[C@H]1[C@H]2C[C@H](C[N@@H+](Cc3ccc4c(c3)OC(F)(F)O4)C2)[C@@H]2CCCC(=O)N21,-9.7
CS(=O)(=O)NCc1cc2n(n1)CC[N@@H+](Cc1ccc(CC[NH3+])cc1)C2,-7.1
Cc1cc(CNc2ncc(S(C)(=O)=O)c([C@H]3CCC[NH2+]C3)n2)n(C)n1,-7.2
CCN(C)C(=O)[C@H]1CC[C@H]2OCCN(C(=O)c3cccc(-n4cnnc4)n3)[C@@H]2C1,-7.9
COc1ccnc(CN2C(=O)CN(C)C(=O)[C@H]2Cc2ccccc2)c1,-7.5
CNC(=O)c1ccc(C[N@H+]2C[C@@H]3CN(S(C)(=O)=O)C[C@]3(C(=O)[O-])C2)cc1,-7.7
CCn1cc(NC(=O)N2CCc3cc(SC)ccc3C2)nn1,-7.1
O=S(=O)(c1cc(Cl)c(Cl)s1)N1CCc2oc([C@@H]3CCOC3)nc2C1,-7.6
COc1cc2c(cc1NC(=O)NCCCc1c(C)n[nH]c1C)OCO2,-7.2
C=CC[N@@H+](C)C[C@@]1(O)CCCN(CCCc2ccccc2)C1=O,-6.4
CCc1c(C)nn(C)c1NC(=O)c1ccc2oc(C)cc2c1,-7.9
COC(=O)C[C@H]1CCN(C(=O)Nc2cccc(C(F)(F)F)c2)C1,-6.8
Cc1nc(N(C)Cc2ccccc2C[NH+](C)C)c2ccsc2n1,-7.0
Cc1cc(C)n(-c2cccc(-c3nccn3[C@@H]3CCS(=O)(=O)C3)c2)n1,-8.5
C[N@H+]1CC[C@H](n2cnc(-c3ccccc3)c2-c2cccc(Cl)c2)CC1,-8.2
O=C(CCC(=O)N[C@@H]1CCSC1)Nc1cccc(F)c1,-6.4
Cc1ocnc1C(=O)N1CCC2(CC1)CNC(=O)CO2,-7.4
CC(C)Cc1cn(C2CCN(C(=O)CC3CCCCCC3)CC2)nn1,-7.3
Cc1cccc(C(=O)N2CCC(c3nccn3Cc3ccccn3)CC2)c1,-8.1
Cc1cc(C(=O)N[C@H]2C[C@H](c3nnc(Cn4cccn4)n3C)C2)nc(C)n1,-7.8
CCN(CC)C(=O)[C@H]1CCC[N@@H+](Cc2cccc(OC[C@H]3C[N@H+](Cc4ccccc4)CCO3)c2)C1,-8.4
C[C@@H]1C(=O)N2CCC[C@@H]2CN1S(=O)(=O)CCOc1ccccc1F,-7.6
CCCCC(=O)NCc1cc2n(n1)CCC[N@H+](CC(C)C)C2,-6.1
COc1ccc(NC(=O)N2CC[NH+]([C@H]3CCc4ccccc4C3)CC2)c(F)c1,-8.7
Cn1c(C(=O)NC[C@@H]2C[C@H](F)C[NH2+]2)cc2cccc(Cl)c21,-7.0
Cc1ccc2nc(C(=O)N[C@H](C)c3nc(C)c[nH]3)c(F)n2c1,-7.3
O=C1OCCCN1CCNc1nccc(-c2ccccn2)n1,-6.5
COCCc1noc(CNC(=O)c2cnoc2-c2ccccc2)n1,-7.2
COCC(C)(C)NC(=O)C[C@@]1(Cc2ccccc2)C(=O)N(C)c2ccccc21,-7.7
CCCNc1ncc(C[N@@H+]2CC[C@@H](NC(=O)c3ccncc3)[C@H](O)C2)cn1,-6.9
CN(C)C(=O)N1CCC[C@H](C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C1,-8.6
CNC(=O)c1cc(S(=O)(=O)N2CCC[C@@H]2C2(O)CC2)ccc1OC,-7.1
CC[C@@H](Nc1ccc2cc[nH]c2n1)c1cc(C)ccn1,-7.1
COc1ccc(C(=O)N2C[C@@H]3C[N@@H+](C)[C@@H](c4ccccc4)[C@@H]3C2)c(OC)n1,-7.7
Cc1nc2ccc(C(=O)N3CCC[C@@](C)(Cc4ccc5c(c4)OCO5)C3)cc2o1,-9.0
O=C(CCCc1nc(-c2cccnc2)no1)N[C@H]1COc2ccccc21,-7.3
Cc1nccn1CC1(CNC(=O)c2ccc(N3CCCC3=O)cc2)CC1,-7.5
COC(=O)c1c(OC[C@H]2CC(=O)N(C)C2)cc(=O)n2c1CC[N@H+](Cc1ccc(C)c(C)c1)CC2,-9.3
CCN(Cc1ccccc1)C(=O)Cn1nnnc1C[NH+]1CCCC1,-6.5
C[N@@H+]1CCCN(c2ncc(Cl)cn2)CC12CC[NH2+]CC2,-6.6
CNC(=O)C[C@H]1CC[C@@H](CNC(=O)c2cc(C(F)(F)F)ccc2Cl)[N@H+]1C,-8.1
CS(=O)(=O)CCC(=O)NCc1cc2n(n1)CC[N@H+](C1CCCCC1)C2,-6.8
COc1cccc2c1OC[C@H](Nc1nccc(-c3ccc(C)nc3C)n1)C2,-8.5
CC[C@@H](C(=O)N1CCC(O)(c2ccc(C)cn2)CC1)n1cccn1,-7.0
Cc1ncc2c(n1)[C@]1(CCC[N@@H+](C3CCN(C(=O)c4cccs4)CC3)C1)CC2,-8.9
OC[C@@H]1C[C@H]2CC[C@@H](C1)N2c1ncc(F)c(N2CCOCC2)n1,-6.9
O=C(c1cnn(Cc2ccccc2)c1)N1CCC(Cc2ccc(=O)[nH]c2)CC1,-8.1
CSc1nc(C(=O)N[C@H]2COC[C@H]2Cc2cc(C)no2)cs1,-6.2
COc1ccc(OC2CCN(C(=O)c3csc(C[NH+](C)C)n3)CC2)cc1,-6.8
Cc1ccc(-c2ccc3c(c2)C[C@@H](CNC(=O)c2ccco2)O3)nc1,-8.3
COc1cccc(C[NH+]2CCCCCC2)c1OC[C@H](O)C[NH+]1CCOCC1,-6.8
CC[C@H](NC(=O)CCc1cc2n(n1)CCC[NH2+]C2)c1cn2cccnc2n1,-7.5
COC(=O)CCC(=O)N(C)C[C@@H]1CCC[N@H+](CCc2ccccc2OC)C1,-6.6
CO[C@H]1CN(c2nc(C)cnc2C)C[C@H]1Cc1cc(C)no1,-6.6
O=C(NCc1ccnc2ccccc12)N1CCCC[C@H]1CO,-7.1
Cc1cc(C(=O)N2C[C@H]3COC[C@@H]2CN(C(=O)Cc2c[nH]c4ccccc24)C3)on1,-9.0
Cc1cc(NC(=O)[C@@H]2COc3ccccc3O2)ccc1NC(=O)C(C)(C)C,-8.0
Cc1nc2ccccn2c1CN(C)C(=O)C[C@]1(c2cccc(F)c2)CC(=O)N(C)C1=O,-8.3
COc1ccc2[nH]c(C(=O)N3CCc4nc(N(C)C)[nH]c(=O)c4CC3)cc2c1,-8.5
O=C(CCc1cccnc1)N[C@@H]1CC[C@H](NC(=O)c2csc3ccccc23)C1,-8.1
CSc1ccc2c(C)cc(-n3nc(C)nc3[C@@H](C)N3CCCC3=O)nc2c1,-8.4
O=C(c1c(F)cccc1F)N1CCc2[nH]nc(-c3ccccc3)c2CC1,-9.0
Cc1cc(C(=O)N2CCC(c3ncc[nH]3)CC2)cc(C)n1,-7.4
O=C1CCc2c1cccc2C(=O)N1CCCN(c2nc3ccccc3o2)CC1,-9.4
CC[C@H](C)C[N@H+]1CC[C@@H](c2[nH]ncc2-c2ccccc2C)CC1,-7.1
COc1ccc2c(c1)OC[C@@H](Cc1ccc3ncnc(NCCO)c3c1)C2,-8.0
CC[C@H](NC(=O)c1cnc(-c2cccnc2)nc1)c1ccc(C)cc1C,-8.2
CC(C)Oc1cc(N(C)C[C@@H]2CC(=O)N(C(C)(C)C)C2)nc(N)n1,-6.9
O=C(NCCc1cnccn1)c1scc2c1CCCC2,-6.7
Cc1nc([C@@H]2CCn3nccc3C2)n(-c2cccc(C(=O)[O-])c2)n1,-8.2
CCCn1cnnc1-c1nc2c([nH]1)C[C@@H](c1ccc(Cl)cc1)CNC2=O,-8.2
CCCc1nnc(N2CCC[C@H](c3nc4ccccc4n3C)C2)o1,-7.7
Cc1cc(C)n(-c2ccccc2C[NH+]2CCN(c3ccccc3C#N)CC2)n1,-8.4
O=C(N1CCC[C@@H](COc2ccc(F)cc2)C1)C1(Cn2cccn2)CC1,-7.5
Cc1ccc2oc(N3CCC(C(=O)N[C@@H]4CCc5[nH]ncc5C4)CC3)nc2n1,-8.9
CCC[N@H+]1CC[C@H]([NH2+][C@@H]2COC[C@H]2Cc2ccnc3ccccc23)CC1,-7.1
CC(=O)N[C@H]1C[C@H](c2nnc(C[NH+]3CCN(c4ccccc4C)CC3)n2C)C1,-7.7
CCOC(=O)c1nn(CCCc2ccccc2)c2c1C[N@@H+](Cc1cnn(C)c1)CC2,-7.5
CCc1c(C)noc1NC(=O)c1ccc2c(c1)OCO2,-6.9
Cn1cncc1C(=O)N1C[C@@H](Cc2ccnc3ccccc23)[C@@H](O)C1,-7.9
Cc1ccc(NC(=O)[C@@H]2C[NH2+]C[C@H](C(=O)NCCc3c(C)n[nH]c3C)C2)cc1,-8.1
C[N@H+]1C[C@H]2COC[C@@H]1CN(C(=O)c1nc3cccnc3[nH]1)C2,-7.4
O=C(CN1C(=O)CNC1=O)NCCS(=O)(=O)c1ccc(F)cc1,-6.7
CCCCS(=O)(=O)N1CCC[C@@H](c2nccn2Cc2cccnc2)C1,-7.1
CCc1cc(C(=O)N2CC[C@@]3(C(=O)Nc4ccccc43)[C@H]2c2ccc(F)cc2)n[nH]1,-8.9
Cc1ccc2[nH]c(C(=O)N3CC[C@@H](CS(N)(=O)=O)C3)cc2c1,-7.3
CCCOc1ccc(NC(=O)COCC)cc1Cl,-5.4
O=C(C[N@@H+]1CCC[C@@H](c2nc(-c3ccccc3)no2)C1)NCc1cccs1,-7.0
O=C(CCS(=O)(=O)c1ccccc1)N1C[C@@H]2C[NH2+]C[C@@H]2[C@@H]1c1cccc(F)c1,-8.3
COc1nccn2c(-c3cccc(OC(C)C)c3)cnc12,-6.8
C[C@H](c1ccc(-c2cnc3cnccn23)cc1)[NH+]1CCOCC1,-7.2
Cn1ncc2c(NCC3(C[NH+]4CCOCC4)CC3)nc(-c3cccnc3)nc21,-7.1
COc1ccc(CNC(=O)C2CCN(C(=O)c3cc(C)c(C)n(C)c3=O)CC2)cc1,-8.4
Cc1nonc1CC(=O)N1CCO[C@@H](C[NH+]2CCCCC2)[C@@H]1c1cnn(C)c1,-7.2
Cc1ccccc1[C@H]1[C@@H]2CN(C(=O)CC3CCCC3)C[C@@H]2CN1C(=O)N(C)C,-8.1
O=C([C@@H]1C[C@@H](n2cnnn2)C[N@@H+]1Cc1ccc(C(F)(F)F)cc1)N1CCCCCC1,-8.5
CC(C)n1nc([C@H]2CCOC2)nc1-c1n[nH]c2ccccc12,-7.8
COc1ccc(OC)c(CN(C(=O)c2csc(C)n2)C2CCCCC2)c1,-7.0
OC[C@@H]1C[C@H](C[NH+]2CCOCC2)C[N@H+](Cc2ccc(-c3ccccc3)cc2)C1,-8.3
O=C(C1CCOCC1)N1C[C@@H](Cc2cnccn2)[C@H](O)C1,-6.2
COC[C@H](C)n1cnc(-c2ccccc2)c1-c1cnc(-c2ccccc2OC)nc1,-7.4
COc1ccccc1Oc1ccc(NC(=O)c2ccc(Cl)cc2OC)cn1,-8.0
COc1ccc(-n2nc(CC(N)=O)nc2-c2cccc(N3CCCC3=O)c2)cc1,-8.1
c1ccc2[nH]c([C@H]3CC[N@@H+](CC[C@H]4COCCO4)CC3)nc2c1,-7.3
O=C1CO[C@H](COc2ccc(F)cc2)CN1C1CCN(c2nnc(C3CCC3)o2)CC1,-8.6
O=C(COc1cccnc1)N1CCCC[C@@H]1CC[NH+]1CCOCC1,-6.3
CC(C)Oc1ccc(-c2ccc(C[NH+](C)C)cc2CO)cc1,-6.9
COc1cccc([C@@H]2CN(C(=O)c3nc(C)c[nH]3)[C@@H]3[C@H]4CC[N@H+](CC4)[C@H]23)c1,-7.8
CCC(=O)NCc1cc2n(n1)CC[N@H+](Cc1ccc3c(c1)OCCO3)C2,-7.4
Cc1c(C(=O)NCCc2cccs2)sc2ncnc(NCC[NH+](C)C)c12,-6.3
C[C@@H]1CN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)CC[C@]1(C)O,-6.9
CCc1nc(C)c(CNC(=O)c2cccc(-c3ncnn3C(C)C)c2)s1,-7.3
O=C(NCCCc1ccccn1)c1cccc(-n2cnnc2)c1,-7.0
CCC[C@@]1(C(=O)[O-])CN(C(=O)c2ccccc2OC(F)(F)C(F)F)CC[C@H]1O,-7.1
CCC[C@@]1(C2CC[NH2+]CC2)NC(=O)N(CCc2ccccn2)C1=O,-6.9
Cc1cccc(C(=O)N2CCN3C(=O)[C@@H]4CCCN4C(=O)[C@H]3C2)c1,-8.3
COc1ccc(C(=O)N2CCC[C@@H](c3nccn3CC[NH+](C)C)C2)c(O)c1,-6.9
NC(=O)Cc1nc([C@H]2C[C@@H]3CC[C@H]2O3)n(-c2ccnc3cc(Cl)ccc23)n1,-8.2
COCC(=O)N1C[C@H]2CN(c3noc(C4CCC4)n3)C[C@H]2[C@@H]1c1cccc(F)c1,-7.9
COc1ccc(-c2cc(NC(=O)c3ccnc(OC)c3)[nH]n2)c(OC)c1,-7.2
CCC(CC)(CC)NC(=O)[C@H]1OCC(=O)N[C@@H]1c1ccccc1,-6.7
CCC[C@@]1(CO)CN(C(=O)c2cccc3c2ccn3C)CC[C@@H]1O,-7.2
O=C(c1ccccc1[C@@H]1CC[NH2+]C1)N1CC[NH+](CCn2cncn2)CC1,-7.3
Cc1cc(C)c2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,-8.8
O=C(Cc1ccc(Cl)cc1)N1CCOC2(CCCC2)C1,-7.2
COc1cc(C(=O)N2CCC([C@@H](O)Cc3ccccc3)CC2)ccn1,-7.8
CCC[C@H]1C[N@@H+](C2CCCCC2)C[C@@H]1NC(=O)CCCC(N)=O,-6.4
O=C1NCC[N@H+](Cc2ccoc2)[C@@H]1CC(=O)N1CCN(C2CCCC2)C(=O)C1,-7.6
FC(F)(F)c1cccc(Cc2noc(COc3cccc4[nH]ccc34)n2)c1,-8.0
O=C(c1ccc2nccn2c1)N1CCCC[C@@H]1CCc1ccc(O)cc1,-8.5
CNC(=O)c1cc(S(=O)(=O)NCCc2c(C)n3c4c(cccc24)CCC3)cs1,-8.2
CC(C)(C)NC(=O)C[NH2+]C[C@]1(O)CCCN(CCC2CCCCC2)C1=O,-7.3
Cc1ccc(-c2n[nH]cc2C[NH2+][C@H](C)c2ccc(F)cc2)cc1C,-7.8
O=C(NC[C@H](c1ccccc1)[NH+]1CCCCC1)N1CCC(n2cnnc2)CC1,-8.7
CN1C[C@H](CNS(=O)(=O)Cc2cc(F)ccc2Cl)CC1=O,-6.6
CC(C)Cn1c(C[N@H+]2CCC[C@@]3(CN(C)C(=O)O3)C2)nc2ccccc21,-8.2
CC(=O)c1cc(C(=O)N2CCCN(C(=O)Cc3ccsc3)CC2)cs1,-6.8
CCOc1ncccc1C(=O)N1CCC2(CC1)OCCC[C@@H]2O,-7.4
C[N@@H+](Cc1cc(-c2ccccc2)n[nH]1)Cc1ccc([C@H]2CCCCO2)o1,-7.3
CCc1c(C(=O)NCc2ccncc2)c(=O)cc(C)n1Cc1ccccc1OC,-7.5
