smiles,score
Cc1nc2c(c(N(C)C[C@@H]3CC(=O)N(C)C3)n1)CCNC2=O,-4.27898
Cc1nc2sccn2c1C(=O)N(Cc1ccccn1)C[C@@H]1CCCO1,-4.60271
Cc1cc(C)n(Cc2cc(C(=O)NCCc3scnc3C)n[nH]2)n1,-4.14266
CCCCn1ccnc1[C@H]1CCCN(C(=O)c2c(C)oc3c2C(=O)CCC3)C1,-4.11685
O=C1NCCCC[C@@H]1n1ccnc1-c1ncc[nH]1,-4.49921
COc1ccccc1CCC(=O)N1CCC[N@H+](CC(=O)N2CCCC2)CC1,-3.61919
COCCN1C[C@H](C(=O)Nc2c(C)c(-c3ccccc3)nn2C)CCC1=O,-3.64286
COc1ccc(CNC(=O)C2CCN(C(=O)c3cnc(C)c(C)c3)CC2)cc1,-4.30747
O=C(Nc1ccc(OCC(=O)N2CCOCC2)cc1)c1cc(C2CC2)no1,-4.32255
Cc1cc(NC(=O)N(CC[NH+](C)C)C[C@@H]2CCCO2)n(C2CCCC2)n1,-5.07118
C=CCCC(=O)N1CCC[C@@H](c2nnc(Cn3ccnc3C)n2C)C1,-5.31023
CCn1cc(C(=O)N2CC[C@]3(OC)CC[C@@H](OCC(=O)[O-])C[C@H]23)cn1,-4.92158
Cc1ccc2oc(N3CCC(C(=O)NCCCNc4cccnc4)CC3)nc2n1,-3.84145
Cc1cc(C)n(CCC(=O)N[C@@H](C)Cc2cnccn2)c(=O)n1,-3.21223
Cc1cc(O[C@H](C)C(=O)N2C[C@H]3COC[C@H]3C2)c2c(C)c(C)c(=O)oc2c1,-4.16816
CCC[C@H]1[C@H]2C[C@H](CN(C(=O)c3cc(C)nc4onc(C)c34)C2)[C@@H]2CCCC(=O)N21,-4.30445
COc1cccc(OC[C@@H]2CCC[N@@H+](Cc3ccnc(C(C)C)n3)C2)c1,-4.00054
CO[C@H]1COC[C@@H]1n1cnc2c(C)csc2c1=O,-4.20873
C[C@]1(Cc2ccc3c(c2)OCO3)CCCN(C(=O)c2cc[nH]c2)C1,-4.68672
CC[C@H](c1ccccn1)[N@@H+](C)Cc1cccc(OCC(N)=O)c1,-3.95635
CN(Cc1ccccc1)C(=O)c1nn(C)c2c1C[C@@H]([NH2+]Cc1nc(-c3ccccc3)cs1)CC2,-4.40206
C[C@H](NC(=O)N(CC[NH+](C)C)Cc1ccsc1)c1nc2ccccc2n1C,-4.84133
Cc1c(CNC(=O)c2cc3c(s2)CCO[C@]32CC[N@H+](C)CC2)cnn1C,-4.44462
Cn1ncc2c(NCCNC(=O)c3cccnc3)nc(C(C)(C)C)nc21,-5.02226
COC(=O)CCCNC(=O)c1cc(Cn2cnc3ccccc32)on1,-3.7641
Cc1ncc(C(=O)N2C[C@H]3C[C@@H](C2)[C@H](CC2CCCCC2)N2C(=O)CCC[C@@H]32)cn1,-4.4724
COc1ccc(C(=O)N2CCC(C(=O)N3CCNC(=O)CC3)CC2)cc1,-4.74516
COc1ccc2[nH]c(C(=O)N3C[C@@H]4OCCC(=O)N(Cc5ccccc5)[C@H]4C3)c(C)c2c1,-4.8293
CN(C(=O)CCCOc1ccccc1)[C@@H]1C[C@@H]2C[C@H]([NH+](C)C)C[C@@H]2C1,-4.36422
COc1ccccc1OC1CCN(C(=O)c2ccncc2)CC1,-4.1672
Cc1cccn2cc(CNC(=O)c3cn(CC(C)C)cc(C(=O)N4CCCCC4)c3=O)nc12,-4.54103
COc1cc(C)ccc1C[N@@H+]1CCC[C@]2(CCC(=O)N(CCO)C2)C1,-4.63322
CN1CC[C@]2(CCC1=O)CC[N@H+](CCn1cccn1)CC2,-4.00828
O=C(CCO)N1CCC[C@H](CCc2c(F)cccc2F)C1,-1.92195
COCc1noc(CNC(=O)C2(c3ccccc3F)CC2)n1,-3.84843
CCc1ccc(NC(=O)CC[NH2+][C@H]2COC3(CCCC3)C2)cc1,-4.66087
CC(C)(O)c1cn(C2CCN(C(=O)CC3CCCCCC3)CC2)nn1,-3.85911
CC(C)CN(Cc1ccsc1)C(=O)NC[C@H]1COCC[N@@H+](C)C1,-5.26871
Cn1cc(Cl)c(C(=O)N2CCC[C@H]2C2(O)CC2)n1,-4.75097
C=CCc1ccccc1OCCN(C)C(=O)C[C@@H]1C[C@@H](C)NC(=S)N1,-4.50121
COCCn1cnnc1CCNC(=O)Cc1c(C)[nH]c2c(F)cccc12,-4.07109
O=C(c1ccnc(-n2cnnc2)c1)N(C/C=C/c1ccccc1)C1CC1,-4.29675
CC(C)c1nc(CCNC(=O)CCNS(C)(=O)=O)cs1,-4.302
CS(=O)(=O)c1ccc(C[N@H+]2CCC[C@@]3(CCc4cnc(N)nc43)C2)cc1,-5.49665
Cc1cc2c(NC(=O)NCCCSc3nnc(C)s3)cccc2nn1,-3.8707
Cc1nc(CC2CCN(C(=O)c3ccccc3C#N)CC2)no1,-3.41983
Cc1n[nH]c([C@@]2(c3ccc(F)cc3)CC2(C)C)n1,-4.43999
COC(=O)c1ccc(OC)c(C[C@@H]2CC[N@@H+](CC3COCCOC3)C2)c1,-4.20523
O=C(NCc1nncn1CCc1ccccc1)c1cc(N2CCOCC2)no1,-4.35612
Cc1ccc(-c2cn[nH]c2[C@H]2CCCN(C(=O)C(=O)c3ccco3)C2)cc1,-5.27942
Cc1nc(C[N@H+]2CCC[C@@H](C(=O)CCc3ccccc3)C2)co1,-4.35706
COc1ccc(C(=O)NCCc2nnc(SCC[NH+]3CCOCC3)n2C)cc1,-3.42394
Cn1cc(CN2CC3(CCN(C(=O)C4CCCCCC4)CC3)OCCC2=O)cn1,-4.2559
CCc1nc(CCNC(=O)[C@H]2CC(=O)N(Cc3ccccn3)C2)cs1,-5.13055
Cc1ncc(S(C)(=O)=O)c(N2CCC(C(=O)N3CCOCC3)CC2)n1,-3.86966
Cc1nc(N)nc(C)c1CC(=O)N(C)C[C@@H]1CC(=O)N(C(C)(C)C)C1,-4.6496
CSCc1nc(CC(N)=O)nn1C1Cc2ccccc2C1,-5.4521
O=C([O-])[C@@]12C[N@H+](Cc3ccccc3F)C[C@]1(C(=O)[O-])C2,-4.8824
CCCCn1ccnc1C1CCN(C(=O)c2sc(NC)nc2C)CC1,-4.56464
Cc1nn(C)c(C)c1CCC(=O)N[C@@H]1CC(C)(C)Cc2c1cnn2-c1cccc(F)c1,-5.1376
Nc1ncccc1OCc1nc(-c2ccc3c(c2)OCO3)no1,-5.41779
Cc1n[nH]c(C)c1CCNC(=O)c1ccc(F)c(O)c1,-4.45045
CCC(CC)[NH2+][C@@H]1CCOC[C@H]1Oc1ccc(C(N)=O)cc1,-3.79459
O=C(c1ccc(O)cc1)N1CCn2nc(C(=O)N3CCCC3)cc2C1,-4.53127
COc1cc(C(=O)N(C)Cc2nc(-c3ccccc3)no2)ccn1,-4.4113
Cc1cc(C[C@@H]2COC[C@@H]2NC(=O)Cc2cccc(C(F)(F)F)c2)on1,-3.34396
CNC(=O)CCN(C)C(=O)C[C@@H]1CCCN(c2nc3ccc(Cl)cc3o2)C1,-4.79013
CC1=C(C(=O)N2CCC(C#N)(c3ccccc3)CC2)OCCO1,-3.80188
CC1(C#N)CCN(C(=O)C[C@@H]2C=CCC2)CC1,-2.91788
CCO[C@@H](C)C(=O)N1CCC(n2cnnc2)CC1,-2.72584
Cc1nc(NCCc2ccccc2Cl)c2c(n1)C(=O)NCC2,-4.26495
Cc1cc(C[N@H+]2CC[C@@H](c3ccncn3)CC2)on1,-4.92282
CC(C)N1C[C@@H](c2ncc(-c3ccccc3)[nH]2)CC1=O,-3.68224
Cc1nn(CC(=O)N2CCC[C@@H]2C)c(=O)n1-c1ccc2c(c1)OCO2,-5.40783
Cc1cc(-c2ccc(S(=O)(=O)N3CCOc4ccc(Cl)cc4C3)o2)on1,-4.22299
CSc1ncccc1C(=O)N[C@@H]1CC[N@@H+](Cc2cscn2)C[C@H]1O,-3.87704
[NH3+][C@H]1CC[C@@H](n2cc(C(=O)NCCc3cscn3)nn2)CC1,-5.16444
O=C(c1ccc(-c2cc(F)c(F)c(F)c2)nc1)N1CCOCC1,-5.40743
COc1ccc(S(=O)(=O)N2CCN(C(=O)NCc3ccoc3)CC2)cc1,-3.91649
O=C(NCCc1ncc[nH]1)[C@H]1CC(=O)N(C2CCCC2)C1,-4.44382
CCC(CC)n1nc(C)cc1NC(=O)Cc1ccc(F)cc1Cl,-5.55507
Cc1cccc(C[N@@H+]2CC[C@@H](CNS(=O)(=O)c3cn(C)cn3)C2)c1,-3.87006
Cc1cnc2nc(-c3cnn(C)c3)cnc2n1,-5.06189
C=C(Cl)CSc1nnc(CCNC(=O)c2cccs2)n1-c1ccc(OC)cc1,-4.93446
CCC[C@H]1CN(c2ccc(Cl)cn2)C[C@@H]1NC(=O)C1(C(N)=O)CC1,-5.18521
Cc1nnc(CCNC(=O)Nc2ccc(Cl)nc2C)[nH]1,-0.659952
[NH3+][C@@H]1CC[C@H](C(=O)NCCCOC2CCCC2)C1,-3.33267
CC[N@H+]1CC[C@]2(CC1)OCCc1cc(C(=O)NCCn3cccn3)sc12,-4.85662
CC(C)CN1C[C@H](C(=O)NCc2cccc(-c3nnn[n-]3)c2)CC1=O,-4.16063
CN(Cc1cscn1)C(=O)[C@H]1[C@H]2C[C@H](CN(c3ccc(C#N)cn3)C2)c2cccc(=O)n21,-4.63666
Cn1ncc2c(N3CCC[N@H+]4CCC[C@H]4C3)nc(-c3ccncc3)nc21,-3.94332
COC(=O)CCNC(=O)c1cccc(C[C@H]2CCN(C(=O)c3cccnn3)C2)c1,-4.2489
Cc1nc(N(C)C)ncc1C(=O)N1CCC([NH+]2CCSCC2)CC1,-4.47847
O=C(NCCS(=O)(=O)c1ccc(F)cc1)[C@H]1CCc2ccccc21,-4.22129
O=C(Cc1ccc(O)c(Cl)c1)N1C[C@H](O)[C@@H]([NH+]2CCCCC2)C1,-5.2238
COc1ccc(-c2onc(N3C[C@@H]4C[NH2+]C[C@]4(CO)C3)c2C(=O)[O-])cc1,-6.06833
COC(=O)CC[N@H+]1CCOc2c(O)cc(-c3ccc(C)cc3)cc2C1,-3.52466
COc1ccc(NC2(C(=O)NCCNC(=O)c3cccnc3)CCCCC2)cc1,-4.141
CC(C)c1nc(C[N@@H+](C)Cc2ccc(O)c(Cl)c2)cs1,-3.26876
O=C(CCCn1cncn1)N[C@H]1CCC[N@@H+](Cc2cccs2)C1,-3.66639
O=C(NCCC1=CCCCC1)c1ccc2c(c1)[nH]c(=O)n2[C@H]1CC[C@H](O)CC1,-4.40008
Cn1nc(C(=O)NCCn2nc(-c3ccccc3)ccc2=O)nc1Cl,-4.95167
Cc1nsnc1C(=O)N1CC[NH+]([C@H]2CCc3ccccc3C2)CC1,-3.82551
Cc1n[nH]c(C)c1CCC(=O)N1CC[C@@H](c2ccc3c(c2)OCO3)[C@H](O)C1,-4.84936
C[C@H]1OCc2c1nc(N)c(C#N)c2-c1c(F)cccc1Cl,-4.66686
Cn1cccc1-c1nnc2ccc(C(=O)N3CCCC[C@H]([NH3+])C3)cn12,-5.79589
CS(=O)(=O)c1ncc(C[N@H+]2CCC[C@H]2c2nccs2)n1Cc1ccccc1F,-3.97223
COc1ncc(C[N@@H+]2CCOC3(CCN(C(=O)c4ccoc4)CC3)C2)cn1,-2.88967
Cc1n[nH]c(C)c1C[N@@H+]1CCCN(S(=O)(=O)N2CCCCC2)CC1,-3.94802
