smiles,score
O=C([C@H]1CCCCn2nnnc21)N1CCC2(C=Cc3ccccc32)CC1,-4.61409
CCC[C@@H]1CN(S(=O)(=O)c2ccc(C(=O)NC)cc2)C[C@H]1C(=O)[O-],-2.91802
O=C1O[C@@H]2C[N@H+](Cc3ccc(F)cc3)C[C@@H]2N1CC[NH+]1CCCCC1,-3.61084
Cc1cccc(Cn2nc([C@@H]3CCOC3)nc2-c2cnc(C)cn2)c1,-4.87523
CC(C)c1cc(C(=O)N(C)Cc2cccc(-n3cccn3)c2)cs1,-5.08222
CCN1CCN(C(=O)c2cc(Oc3ccc(CC[NH3+])cc3)ccc2F)CC1=O,-6.36221
CCn1c(Cn2ccnc2C)nnc1C1CCN(c2ccnc(N)n2)CC1,-4.64314
COc1c(Cl)cc(Cl)cc1C(=O)N(CC[NH+](C)C)Cc1nc[nH]c1C,-4.54867
O=C(Cc1ccsc1)N1CCC[N@@H+](Cc2cnn(-c3cccc(F)c3)c2)CC1,-4.07087
Cc1cccc2[nH]c(CNS(=O)(=O)C3CC3)nc12,-4.38508
COc1cccc2c1OCC(C[N@H+]1CC[C@@](O)(c3ccccc3C)C1)=C2,-4.4494
Cn1c([C@@H]2CCCN2C(=O)NCCCn2cccn2)nc2ccccc21,-4.43287
Cc1cccc(-c2nc(C[N@H+]3CC[C@H]([C@H](O)CO)CC3)c(C)o2)c1,-5.28935
O=C1CCCCN1CC(=O)N1CC[C@@]23OC[C@@H](c4ccccc4)N2C(=O)C[C@@H]13,-4.93896
CCOC(=O)[C@]1(Cc2cccc(OC)c2)CC[N@@H+](Cc2cc[nH]n2)CC1,-3.30923
C[C@H](Cc1ccc2c(c1)OCO2)C[N@H+]1CCc2nc(C3CC3)nn2CC1,-4.17934
Cc1nnc2n1[C@H](Cc1ccccc1)CN(C(=O)c1cccc(F)c1F)C2,-4.52035
Cc1cc(C)c(C#N)c(N2CCC[C@H](c3nccn3Cc3ccncc3)C2)n1,-2.79213
CCCn1ccnc1CNC(=O)c1cnc(N(C)C)nc1C,-3.33049
O=C(c1ccccn1)N1CC[C@]2(CCCN(C3CCCCC3)C2=O)C1,-4.89685
O=C(c1ccn2nccc2c1)N1CCO[C@@H]2C[C@H](CO)C[C@@H]21,-4.24108
COc1ccc(C(=O)N2CC(=O)N(c3ccccc3C)C[C@@H]2C)cc1O,-4.91069
COCCn1cnnc1CCNC(=O)N1CCC2(CC1)COC(=O)O2,-3.35601
Cc1ccccc1CC(=O)N1CCC2(CC1)C[C@@H]2C(=O)NCCCc1ccccc1,-4.724
Cc1nc2n(c1C(=O)N(C)C)CCN(C(=O)Nc1ccnn1CC1CC1)C2,-4.09646
CCc1ccc(OCC[N@H+](C)Cc2cc(=O)n3nc(SC)sc3n2)cc1,-3.98505
O=C(c1cccnn1)N1Cc2[nH]cnc2[C@H](c2ccccc2)C1,-3.51705
COc1ccc(C[N@@H+]2CCNC(=O)[C@H]2CC(=O)N2CCN(c3ccccc3)CC2)c(C)c1C,-3.94089
CC(=O)Nc1cccc(C(=O)N[C@H]2CC(=O)N(CC3CCCCC3)C2)c1,-3.90963
Nc1nnnn1CC(=O)NC1CCN(C(=O)C2CCCC2)CC1,-4.43053
CN(Cc1noc(C2CC2)n1)C(=O)c1cncc(F)c1,-4.73483
CCc1nc(C)sc1CNC(=O)CC[C@@H]1CCC[N@@H+]2CCCC[C@H]12,-4.60911
COC(=O)c1coc(C[N@H+]2CC[C@H](O)[C@@](CO)(Cc3ccc(F)cc3)C2)n1,-3.79217
CCc1cnc(N2C[C@@H]3[C@H](C[NH+](C)C)[C@H]4CC[C@]3(C2)O4)nc1,-4.93213
N#Cc1nccnc1N1CCC[C@@H](CN2CCCC2=O)C1,-3.55155
CC(C)CN1C[C@H](OCc2ccccc2F)CN(C(=O)[C@@H]2CCC(=O)N2)CC1=O,-5.18327
CCCc1ncc(-c2ccc(C(=O)[O-])cc2)[nH]1,-3.19728
[NH3+]Cc1cccnc1-c1ccc(C(F)(F)F)cc1,-5.86048
CN(Cc1cnc2ccccn12)C(=O)c1cc(-c2cccs2)n(C)n1,-5.02082
O=C(c1n[nH]c2c1CCC2)N1CCC[C@@](O)(CO)C1,-4.97891
Cc1cc(C)c2c(N(C)C[C@@H]3CC(=O)N(C4CCCC4)C3)ncnc2n1,-3.30217
CCn1cncc1CN1C(=O)CC2(CCCC2)CC1=O,-4.09519
COc1cccc(-c2cnc3cccc(F)c3c2)c1OC,-5.52967
CCCc1cc(CNC(=O)[C@H]2CCc3ccccc3C2)on1,-4.35437
CC(=O)N1CCc2[nH]cnc2[C@]12CC[N@@H+](C[C@H]1CCOC1)CC2,-3.94181
Cc1cc([C@H]2CCC[N@H+]2Cc2cnc(-c3cccs3)nc2)on1,-3.27569
CC[C@H](C(=O)NCCCn1nnc2ccccc21)n1cccn1,-3.70634
O=C(c1ccsc1)N1C[C@H](O)[C@@H]([N@H+]2CC[C@@H](CO)CC2)C1,-4.59501
Cn1c(CCNC(=O)C2CCCCC2)nnc1SC[C@H]1CCCO1,-4.06717
Cc1cccn2c(CC(=O)N(C)[C@H]3C[C@H]4CC(=O)N(C)C[C@H]4C3)cnc12,-4.51211
CC[C@H]1C[C@@H](O)CC2(CCN(C(=O)Cc3coc4cc(C)c(Cl)cc34)CC2)O1,-4.40048
Cc1cc(C)n2nc(C(=O)N3CCC[C@H](CNC(=O)c4cccnc4)C3)cc2n1,-4.27186
Cc1nonc1CC(=O)N1CCC[C@H](CNC(=O)c2cc(C)n(C)n2)C1,-4.29773
Cc1nc(N(C)Cc2cccc(-c3nnn[n-]3)c2)c2nc(C)oc2n1,-5.53508
Cc1cc(C(=O)N[C@@H]2CCCc3nc(-c4ccccc4)ncc32)no1,-4.63941
CCCC[C@@H](CO)[NH2+][C@@H](C)CCc1ccc(OC)cc1,-2.43937
Cc1noc(-c2ccc(S(=O)(=O)N3CCCC[C@@H]3c3ccccn3)o2)c1C,-4.6582
CCO[C@@H]1COCC[C@H]1NC(=O)c1ccc(OC)c(N2CCOCC2)c1,-4.54538
Cc1cc(C)n([C@@H]2CCN(C(=O)Nc3ccc4c(c3)OCC(=O)N4)C2)n1,-4.39896
CC(C)Cc1nc(-c2ccc(S(C)(=O)=O)cc2)n[nH]1,-4.20872
Cn1c(CO)nnc1[C@@H]1CCCN(c2nc3cc(C(C)(C)C)ccc3o2)C1,-5.65264
CC(C)c1nc2c(c(N3CCC4(CC3)C[C@H]4[NH3+])n1)CCNC2=O,-5.93807
Nc1nc(CCC(=O)NCCc2noc(C(F)(F)F)n2)cs1,-4.68729
C[N@H+](Cc1nccs1)Cc1cn(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,-5.68568
CC(C)C[C@@H]1NC(=O)[C@@H]2C[C@H]([NH2+]Cc3cnn(-c4cccc(F)c4)c3)CN2C1=O,-5.09471
O=C(NCc1n[nH]c2c1CCC2)c1cc(=O)c2ccccc2o1,-4.71389
COCC(=O)Nc1ccc(-c2ccc(F)cc2OC)cc1,-4.39922
CCOCC(=O)N1CCC(C(=O)N2CCC[C@@](CO)(C[NH+](C)C)C2)CC1,-4.80662
C=C(C)COc1cccc(C(=O)NC[C@H]2CCS(=O)(=O)C2)c1,-3.88322
CC(=O)c1ccc(C(=O)N2C[C@H](O)[C@@H]([NH+]3CCCCC3)C2)s1,-5.01561
Cc1nc2ccc(C(=O)NCc3cc4n(n3)CCN(C(=O)N(C)C)C4)cc2o1,-4.58599
Oc1cccc(-c2ccc(-n3cccc3)nc2)c1,-4.95129
O=C(NCc1ccc(F)c(F)c1)[C@H]1CCC(=O)N(CC2CCCCC2)C1,-3.85284
COCc1ccc(C(=O)N2CC(=O)N(c3ccccc3C#N)C[C@H]2C)s1,-4.63575
O=C1c2cccc(N3CC[NH+]([C@@H]4CCc5ccccc5C4)CC3)c2C(=O)N1Cc1ccccc1Cl,-5.79958
O[C@@H]1CCC[C@@]12CCCN(c1ncccn1)C2,-5.40216
Cc1ccccc1N1CC[NH+]([C@@H]2CCOC3(CC[NH2+]CC3)C2)CC1,-5.97923
O=C([O-])[C@H]1C[C@H](C(=O)Nc2ccc(F)cc2)CN(C(=O)CCO)C1,-3.71459
C[C@@H](C(N)=O)n1ncc(N(C)CCc2ccccc2)cc1=O,-4.72467
CCCc1ccc(C[N@H+]2CCCn3nc(CNC(=O)COC)cc3C2)o1,-4.39044
C[N@H+]1CCC[C@@H](CNC(=O)N2CCC(Oc3ccccc3F)CC2)C1,-4.54077
CN(C(=O)[C@@H]1CCC[N@@H+](C2CCN(C(=O)C3CC3)CC2)C1)C1CCCCC1,-3.53464
CCCc1cc(C(=O)N2CCC(=O)N(Cc3ccccc3)[C@H](CC)C2)no1,-4.56734
CC(C)NC(=O)[C@@]1(Cc2cscn2)C[C@H]2CC[C@@H]1N2C(=O)CCn1cnnc1,-4.39107
Cc1noc(C)c1C(=O)N1CCC[C@@H](CNS(=O)(=O)c2cccs2)C1,-3.67688
O=C(C1CC=CC1)N1C[C@@H]2C[NH2+]C[C@@H]2[C@@H]1c1ccccc1,-4.14367
CCC(=O)Nc1cccc(OCC(=O)N(C)CC2(CO)CCC2)c1,-3.74667
Cn1ccc(C2CCN(c3nccnc3C#N)CC2)cc1=O,-4.33147
CN(c1ccc(C(=O)NCc2nc3ncccc3o2)cc1)S(C)(=O)=O,-4.03778
Cc1n[nH]c(C)c1CCN(C)c1nc2c(s1)c(C)nn2C,-4.26419
Cc1ccc(C[N@H+]2C[C@@H](C[NH+]3CCOCC3)[C@@H](CO)C2)o1,-3.41417
Cc1cccc(C[N@H+]2CC[C@]3(CC2)CC(=O)N(C/C=C/c2ccccc2)C3)n1,-4.82602
COC(=O)c1cncc(C[C@H]2CCN(C(=O)c3ccc(Cn4ccnc4)o3)C2)c1,-5.02993
CCc1[nH]c(=O)ccc1C(=O)NCc1ccc(S(N)(=O)=O)cc1,-5.39625
COC(=O)C1(C(=O)N2CCC(c3[nH]ncc3-c3cccc(C)c3)CC2)CC1,-3.6313
NC(=O)C1(Cc2ccc(Cl)cc2)CN(C(=O)c2ccc(-c3nc[nH]n3)cc2)C1,-4.11992
Nc1ncc2c(n1)[C@]1(CCCN(C(=O)c3cn(-c4ccccc4)nn3)C1)CC2,-5.34754
COc1nc2ccccc2nc1CCC(=O)NC[C@H]1COc2ccccc2C1,-3.69198
CN(CC(=O)NCc1nc(C2CCCCC2)no1)C(N)=O,-3.02434
Nc1ccnc(C(=O)N2CCC(c3cc(Cc4ccccc4)n[nH]3)CC2)c1,-4.33127
CN(Cc1ncon1)C(=O)c1cc(Cl)cn1C,-4.15504
Cc1c(C(=O)Nc2ccc(CC(=O)NC3CC3)cc2)n[nH]c1-c1ccccc1,-4.99759
CCc1nc(C[N@@H+]2C[C@@H]3CC[C@H](C2)N(CC(=O)N(C)C)C3=O)n[nH]1,-2.64952
CC(C)c1noc(C[N@H+]2CC[C@]3(CC2)C(=O)N(C)c2ccccc23)n1,-4.98695
CCNc1ncc(-c2cc(C)c3ccc(OCCOC)cc3n2)cn1,-4.80133
Cc1cccc2ncc(C(=O)Nc3ccc(OC[C@@H]4CCCCO4)cc3)c(=O)n12,-4.90818
CC(C)C(=O)Nc1cc(NC(=O)NCCNS(C)(=O)=O)ccc1F,-5.31742
O=C(c1cncc(F)c1)N1CCc2c(C(=O)N3CCC[C@@H](O)C3)n[nH]c2C1,-5.51019
COCc1nc(N2CCOc3ccc(Cl)cc3C2)c2cnn(C)c2n1,-4.89109
O=C1C[C@H]2CC[C@@H](CN1)[N@@H+]2Cc1ccc(OCc2ccccc2)cc1,-4.41482
Cc1ccc(N2CCC3(CC2)C(=O)N(C[C@H]2CCCO2)C(=O)N3CC(C)C)nn1,-5.07339
CC(C)c1ncc(-c2nc(CC(N)=O)nn2Cc2ccc(F)cc2)cn1,-4.96751
C[C@@H]1C[N@H+](C[C@@H]2CN(C(=O)c3cccc(F)c3F)C[C@@H]2CO)C[C@H](C)O1,-3.60363
O=C(c1ccnnc1)N1CC[C@H](Cc2ccc(Cl)cc2)C1,-5.6168
Cc1cc(C[C@H](C)NC(=O)Nc2cccc(C[NH3+])c2)[nH]n1,-4.38538
CCOc1ncccc1C(=O)N1CCC(=O)N(CC2CC2)[C@@H](C(C)C)C1,-4.04608
C[NH+](C)C[C@H]1[C@H]2C[C@H](CN(c3ncc(C(=O)[O-])cc3Cl)C2)[C@@H]2CCCC[N@H+]21,-2.09334
O=C(CCCn1cccn1)N1CCO[C@@H](CO)[C@@H]1c1ccccc1Cl,-2.97618
COc1ccc(Cc2nnc3n2CC[C@H](c2ccccc2)CC3)cc1,-3.85551
CN(Cc1ccc(C[N@H+]2CCOC[C@@H]2CC(=O)[O-])o1)S(C)(=O)=O,-3.1167
Cc1cc(C(=O)NCCc2nc(C3CC3)no2)c2c(C)nn(C)c2n1,-3.94025
O=C(N[C@H]1CC[C@@H](C(=O)[O-])CC1)[C@H]1CCCc2c1[nH]c1ccccc21,-4.6617
COCCn1ccc(-c2sc(NCc3cc(C)c(OC)cc3C)nc2C)n1,-4.37917
CCCn1nccc1S(=O)(=O)N1CCOC(C)(C)C1,-2.62814
CN(C)S(=O)(=O)N1CC[C@H](Cc2ccc(C(=O)NC3CCCC3)cc2)C1,-3.799
CN(CCC1CCOCC1)C(=O)c1cc(COc2c(F)cccc2F)on1,-4.21736
COCc1nnc(C(=O)N2CCc3c([nH]c4ccccc34)C2)o1,-5.2901
CCCc1cc(CNC(=O)c2c(C)noc2C)on1,-4.08234
CC(C)NC(=O)[C@@H]1CC[C@H](Nc2ncnc3[nH]ccc23)C[N@H+](C2CCOCC2)C1,-5.14727
Cc1c(Cl)cccc1S(=O)(=O)N[C@H]1CC[C@@H](n2cc(C(=O)N3CCCC3)nn2)CC1,-3.48483
C=C(C)COc1ccc(C[NH2+]CCC[N@@H+]2CCC[C@@H](CO)C2)cc1OCC,-6.15128
[NH3+]CCc1ccc(C(=O)N2C[C@@]3(C(=O)[O-])C[C@@]3(C(=O)[O-])C2)cc1,-5.54791
CN(Cc1ccc(Oc2ccccc2)cc1)C(=O)c1c[nH]nc1-n1cnnn1,-4.50866
CCC(CC)C(=O)N1C[C@@H]2[C@H](CNC(=O)c3cn(C)cn3)[C@H]3CC[C@]2(C1)O3,-4.19418
CN(C)C(=O)N1C[C@H]2C[N@H+](Cc3nc(C(F)(F)F)no3)C[C@H]2[C@H]1c1cccc(F)c1,-4.34274
CC(C)C[N@H+]1CC[C@H](CNC(=O)c2ccc(N3CC[NH+](C)CC3)nc2)C1,-4.3637
O=c1cc(-c2ccc(OC(F)F)cc2)cc2n1C[C@@H]1C[NH2+]C[C@H]2C1,-4.78649
COc1ccccc1-c1cccc(C(=O)N(C)[C@@H]2C[C@@H]3CC(=O)N(C)C[C@@H]3C2)c1,-5.79369
O=C(c1ccc(-c2cc[nH]n2)cc1)N(Cc1ccncc1)Cc1ccco1,-5.06392
COC[C@H](C)n1c(CCCC(=O)N[C@H]2CC[C@H](O)CC2)nc2cccnc21,-4.50062
CCCNC(=O)c1ccc(C)c(NC(=O)N[C@H]2C[N@@H+](C)C[C@@H]2OCC)c1,-5.2197
COc1ccc(CC(=O)NCc2ccccc2-n2cncn2)cc1,-4.43087
O=C1CCCN1CC[C@H]1CC[N@@H+](Cc2nc(-c3ccccc3)no2)CC1,-4.30304
C[N@H+](Cc1ccncc1)Cc1nc(-c2ccco2)nn1C(C)(C)C,-2.90937
COc1nc(C(=O)N[C@H]2CC[C@@H](C(=O)NCc3csc(C)n3)CC2)nn1C,-4.86235
COc1nc(N(C)[C@H]2C[C@H]3CC(=O)N(C)C[C@H]3C2)ncc1F,-4.39349
CCCSc1ncc(C[N@@H+]2CC[C@@]3(O)CCCC[C@H]3C2)cn1,-4.37006
O=C(C[C@@H]1C=CCC1)N1CCC(Oc2ccccc2)(C(=O)[O-])CC1,-4.69819
COc1cc2c(cc1C[N@H+]1C[C@H](n3nc(C)cc3C)C1)OCCCO2,-3.90256
Cc1ccsc1[C@@H]1CCN(C(=O)c2cnn(Cc3ccccc3)c2)C[C@H]1O,-5.76622
COCC(=O)N1CCC(C(=O)N2CCC(O)(c3ccccc3)CC2)CC1,-4.15873
Cc1cc(C(=O)N2CC[C@@H](O)[C@@]3(CCCNC3=O)C2)nn1C,-4.71873
Cc1ccccc1-c1ccc(C(=O)N(C)C[C@H]2CC(=O)N(C3CCCC3)C2)cc1,-4.80703
COc1cc(OC)nc(NCCn2ncc3ccccc3c2=O)n1,-4.08427
Cc1[nH]cnc1CC(=O)N1CC[C@@]23O[C@H](c4ccccc4)CN2C(=O)C[C@@H]13,-4.41381
O=C(c1ccc(O)cn1)N1CCC(N2C[C@@H](COc3ccc(F)cc3)OCC2=O)CC1,-4.70137
Cc1cccnc1CC(=O)N1CCC2(CC1)C[C@@H](O)CN(C(=O)c1cccnc1)C2,-4.5033
O=S(=O)(c1ccc2c(c1)OCCO2)N1[C@@H]2CCC[C@H]1C[C@@H](O)C2,-4.40091
CN(C)S(=O)(=O)C[C@@H]1COC[C@H]1Nc1ncc(F)cn1,-4.6343
c1cn([C@@H]2C[C@@H]3CC[C@H]2O3)c(-c2c[nH]cn2)n1,-3.28111
Cc1cc(C)c(C#N)c(N2CCC[C@@]3(CCc4cnc(N(C)C)nc43)C2)n1,-3.81954
CCc1ncc2c(n1)CN(C(=O)CCNC(=O)c1ccc(F)cc1)C2,-4.11952
CCC[C@H]1CN(C(=O)c2cnn(C)c2)C[C@@H]1[NH3+],-5.64549
CN(C(=O)C1(c2ccc(S(C)(=O)=O)cc2)CCC1)C1CCSCC1,-4.21042
O=C([O-])c1cnc(N2CC[C@H]([NH+]3CCOCC3)[C@H](CCCO)C2)c(Cl)c1,-3.39663
CC[NH+]1CCN(C(=O)c2cncc(C[C@H]3CCN(C(=O)c4cnco4)C3)c2)CC1,-3.89933
COc1cc(C(=O)N2CCCC3(CCOCC3)C2)cc(OC)c1OC,-3.62668
OC1CCN(c2ccnc(NCc3nncn3CCc3ccccc3)n2)CC1,-4.48202
Oc1cc(-n2ccnc2-c2ccccn2)cc(F)c1F,-2.53947
Cc1nc(NCCCO)c2c(n1)C(=O)NCC2,-4.17377
COc1cccc(C[NH2+]CC[C@H]2CCC(=O)N2C[C@@H](c2ccncc2)[NH+]2CCOCC2)c1,-2.49154
O=C(NCCn1cncn1)[C@H]1CCCN(c2nc3cc(Cl)ccc3o2)C1,-4.61796
Cc1ccc(N2CCC3(CC2)CC(=O)N(C/C=C/c2ccccc2)C3)nn1,-4.54931
COc1ccc(C(=O)N2CCC[C@H](c3nccn3C)C2)cc1N1CCOCC1,-3.26642
COc1cc(C#N)ccc1OC[C@@H]1CCCN(C(=O)c2cnc(C)[nH]c2=O)C1,-4.28305
CC(C)O[C@H]1CN(C(=O)NCc2nc(-c3ccccc3)no2)C[C@@H]1O,-3.91279
CCc1nnc(-c2cccc(NC(=O)NCc3cncn3CC(C)C)c2)[nH]1,-2.3586
CC1(C)CN(C(=O)CCS(C)(=O)=O)C[C@]1(C)O,-3.06869
O=C(NC[C@H]1CCCN(c2cnsn2)C1)c1cscn1,-3.0051
O=C(NCCOCc1ccc(Cl)cc1)c1cccc([C@@H]2CCC[NH2+]C2)c1,-5.30595
O=C(CSCC1CC1)N[C@@H]1CC(=O)N(CCc2cccc(Cl)c2)C1,-4.10762
CCOC(=O)[C@]1(CCOC)CC[N@H+](CC(c2ccccc2)c2ccccc2)CC1,-2.86342
CCCn1cnnc1CNc1nc(N)nc(CC)c1C,-4.63281
CN1C(=O)[C@H]2COC[C@@H]1CN(C(=O)c1ccc(C[NH+]3CCCC3)cc1)C2,-4.58827
COc1ccc(OC)c([C@@H](O)CNc2cc(C)nc3cc(C)nn23)c1,-4.33363
CN1N=C(C(=O)N2CCC(c3n[nH]c(=O)n3-c3ccccc3)CC2)CCC1=O,-4.75992
COCC[N@@H+]1CCC[C@H](CNC(=O)N2CCC(c3nnc[nH]3)CC2)C1,-2.41825
COc1ccc(OC)c([C@H]2CC[N@@H+](CCn3cc(Cl)cn3)C2)c1,-3.2996
CNc1ncc(CN(C)C(=O)[C@@H]2C[C@@H](NC(=O)c3cccs3)C[NH2+]2)cn1,-2.77864
Cc1ccc(C[N@@H+](C)CC(=O)N(CC[NH+](C)C)Cc2cnc[nH]2)cc1,-2.12336
CNC(=O)Cc1ccc(Nc2ccc(C(N)=O)cn2)cc1,-5.12206
C[NH+](C)CCn1ccnc1C1CCN(C(=O)c2ccc3nnnn3c2)CC1,-4.68486
Cc1cc(-c2cccc(C(=O)NCc3ccccc3-n3cncn3)c2)nc(N)n1,-5.3982
C=CC[N@H+]1CC[C@@H](CNC(=O)CSc2nc(CC)n[nH]2)C1,-4.18862
C[C@@]1(O)CCN(C(=O)c2ccc(F)cc2Cl)C[C@@H]1O,-4.11251
COCCC(=O)NC[C@H]1[C@H]2C[C@H](C[N@H+](Cc3cscn3)C2)[C@@H]2CCCC[N@@H+]21,-3.27526
CNC(=O)Cn1c(Cc2ccccc2)nn(-c2ccccc2OC)c1=O,-6.10568
CCCc1nnc(-c2c(OC)cc(C)cc2OC)s1,-4.35802
O=C(NCCCC[C@H]1CCCO1)c1nccnc1C(=O)N1CCCCC1,-4.26765
C[NH+](C)CCn1ccnc1[C@@H]1CCCN(c2ncccc2C(N)=O)C1,-4.05901
Cc1nc(NCc2cc(F)ccc2F)sc1-c1ccn(Cc2ccsc2)n1,-4.94595
CN(C[C@]1(C)CC[N@@H+](C)C1)c1cncc(C(N)=O)n1,-4.84746
Cc1ccccc1Oc1ncccc1CNc1ncccc1C#N,-4.20836
COc1ccc(C(=O)NCCc2nnc(SC)n2-c2ccc(F)cc2)c(OC)c1OC,-3.50462
CN(Cc1noc(C2CCCC2)n1)C(=O)CN1CCOC1=O,-3.6278
O=C1CNC(=O)N1Cc1nc(-c2cccs2)no1,-4.59072
C[C@@H]1CCCN(C(=O)c2cc(-c3cnn(C(C)(C)C)c3)nc3ccccc23)C1,-5.96062
Cc1ccc(NC(=O)C[NH2+]C[C@@H](C)c2ccccc2)c(C)c1,-2.72226
N#Cc1cccc(N[C@@H]2COCC[C@@H]2OCCO)n1,-4.69285
O=C1CCCN1c1ccc2c(C3CC3)cc(-c3ncc[nH]3)nc2c1,-4.71213
COc1ccccc1OCC(=O)N1CCC[C@@H](c2nccn2CC2CC2)C1,-2.62377
CCc1ccc(-c2nc3c([nH]2)CCCNC3=O)nc1,-4.95196
Cc1cc(-c2nc([C@@H]3CCOC3)no2)c2c(C)noc2n1,-4.98894
CC(C)Cc1cc(-c2nnc3n2[C@@H](C)C(=O)N2CCC[C@H]32)no1,-4.96902
Cc1ccc(C)c2c(C)c(C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)[O-])[nH]c12,-4.55401
COC(=O)CCCC(=O)N(C)C[C@H]1CCC[N@@H+](CCc2ccc(OC)cc2)C1,-3.41956
O[C@@H]1C[C@@H](O)C[NH+](Cc2ccc(Cl)c(F)c2)C1,-4.76288
CC(C)OC(=O)c1ccc(Cl)c(NC(=O)NCC[NH+]2CCOCC2)c1,-4.45328
COc1ccc(C(=O)NC2CC2)c(O[C@H]2CC[N@@H+]([C@@H](C)CCc3ccccc3)CC2)c1,-4.66485
COCCn1cncc1CNC(=O)[C@@]1(C)CC12CC[NH2+]CC2,-4.35885
C[N@@H+](Cc1ccccc1)C[C@]1(O)CCCN(Cc2ccc(F)c(F)c2)C1=O,-4.64916
O=C(NCCCC[C@@H]1CCCO1)c1ccc(-c2cc[nH]n2)cc1,-2.87241
CS(=O)(=O)c1ccc(C2(C(=O)NCCCn3cccn3)CCC2)cc1,-3.41601
Cn1cc([C@H]2[C@H](C[NH+](C)C)OCCN2C(=O)CCn2cccn2)cn1,-6.18631
FC(F)(F)c1ccnc(NCCc2c[nH]cn2)n1,-4.08503
COc1ccc([C@H](NC(=O)CCC2CCCC2)[C@H]2C[C@@H](O)C2)cn1,-4.73197
Cc1cccc(C[N@H+]2CCC[C@@]3(CCN(C(=O)c4ccc(C)s4)C3)C2)c1,-2.95806
CC(=O)Nc1ccc2c(c1)NC(=O)C[C@H]2c1cccc2c(C)c(C)[nH]c12,-5.33294
CC(=O)N1CCN(C(=O)c2c(C)cc(C3CCC3)oc2=O)CC1,-4.56283
COc1ccc([C@@H]2CN(C(=O)c3ccc(C)cc3C)[C@@H]3[C@H]4CC[N@H+](CC4)[C@H]23)cc1,-4.78132
C[C@@]1(O)CCOC2(CCN(C(=O)CCc3ccccc3Cl)CC2)C1,-4.93352
COc1ccc2c(c1)[C@@H](NC(=O)CCc1ccnn1C)CC(C)(C)O2,-3.36608
CNC(=O)C[C@@H]1CCN(S(=O)(=O)c2cc(C)c(C)cc2OC)C1,-3.96553
O=C(NC[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)N1CC[NH+](CCn2cncn2)CC1,-3.20488
CCc1cc(C(=O)N2CCC([C@@]3(C)NC(=O)N(Cc4ccc(F)cc4)C3=O)CC2)no1,-5.33432
CC(C)Oc1ccc(OCC[N@@H+]2CC[C@@H](O)[C@@H](C(=O)[O-])C2)cc1,-4.24927
Cc1cc(C)cc(OCCCN(C)C(=O)COc2cccnc2)c1,-5.05818
CC[N@@H+](Cc1ccc(-n2ccnc2)cc1)[C@H]1COC[C@@H]1O,-4.50728
CC[N@@H+]1CCC[C@H]1CNC(=O)CC[C@H]1CC[N@H+](Cc2cccc(SC)c2)CC1,-5.54608
Cn1cc(C(=O)N[C@H]2CC[N@@H+](C[C@@H]3CCCO3)CC2)c(=O)c2ccccc21,-4.85368
O=C(CCn1cnc2ccccc21)N1CC[C@@]23OCCCN2C(=O)C[C@@H]13,-4.45043
O=C(NCc1ccc2c(c1)OCO2)c1coc(C[NH+]2CCOCC2)c1,-4.30099
COc1cccc([C@H]2CN(C(=O)CNC(C)=O)Cc3[nH]cnc32)c1,-4.02971
Cc1cccc(-c2ncc3ncn(C)c3n2)c1,-5.23994
Cc1cc(-c2cccc(C(=O)N3CCCN(C(=O)c4ccoc4)CC3)c2)ccn1,-6.25509
Cn1nc(-c2cccnc2)c2c1NC(=O)C[C@@H]2c1cccc(-n2cccn2)c1,-4.6373
C=CC[C@@H]1CC=C[C@@H](C)[N@@H+]1CC(=O)NCc1cc(C(=O)[O-])ccc1C,-3.21206
CCc1cnc(C)nc1N1CCC(n2nccc2NC(=O)C2CCCC2)CC1,-3.98032
CCc1nc(-c2ncccn2)sc1-c1nc(C)nn1[C@H]1CCOC1,-5.66264
Cc1c(C[N@H+](C)C2CC[NH2+]CC2)[nH]c2ccccc12,-5.15367
CCOCCn1nc(C)cc1C(=O)N1CCC[C@@]2(CCC(=O)N(CC)C2)C1,-4.78385
COc1cccc(-c2cc(CNC(=O)c3cc4n(n3)CCC[N@@H+](C)C4)no2)c1,-4.97295
Cc1nc(N2CCOCC2)sc1C(=O)NCc1nc(-c2ccccc2)cs1,-4.4304
Cc1n[nH]c(C)c1CCCNC(=O)[C@@H](C)n1ccnc1,-2.15924
Cn1ccnc1-c1nccn1-c1ccc(-c2ccn[nH]2)cc1,-5.30188
O=C(NC[C@@H]1Cc2cc(-c3cnccn3)ccc2O1)c1ccc(Cl)cc1,-4.46112
CC(C)=CCO[C@H]1CCOC[C@H]1NC(=O)CCc1nc2ccccc2[nH]1,-4.36792
CC(=O)N[C@H]1C[C@@H](O)CN(C(=O)c2ccccc2N2CCC(=O)NC2=O)C1,-5.0149
CCCn1ncc(-c2cn(Cc3ccc4nonc4c3)nn2)c1C,-3.53252
CCc1nc(CN(C)C(=O)C2CCN(C(=O)c3ccccc3C)CC2)no1,-5.69765
COCC1CCN(S(=O)(=O)NCc2cscn2)CC1,-3.96148
